"ID","Title","Status","Target","Content","Media URL","Created At"
"post-27","Ghost — Gaming Energy Drink Crossover","review","Solo ecommerce founders doing $2-10M/year","""Why are gamers drinking this instead of Red Bull?""

This brand is printing.

Ghost. 198 active ads. They cracked the gaming market that energy drinks missed.

Branded as ""lifestyle"" not just caffeine. Gaming setups, streaming culture, esports partnerships.

Red Bull owns traditional energy. Monster owns extreme sports. Ghost said ""we own gaming.""

They turned supplements into culture. The branding is everything.

Find the subculture everyone else ignores. Make it yours.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/ghost_gaming_energy.mp4","2026-03-08T00:17:18.288Z"
"post-28","Bucked Up — Deer Antler Velvet Hook","review","Solo ecommerce founders doing $2-10M/year","""This contains the same stuff that makes deer antlers grow back.""

This brand is printing.

Bucked Up. 156 active ads. Deer antler velvet — the weirdest supplement hook that actually works.

Nobody knows what IGF-1 is. But everyone knows deer grow back massive antlers every year.

The visual is instant understanding. Deer = strong. You want strong.

Weird sells when it's based on nature. People trust animals more than scientists.

Find the weirdest natural ingredient that makes sense visually.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/bucked_up_deer_antler.jpg","2026-03-08T00:17:18.288Z"
"post-29","Pump Formula — Stimulant-Free Pre-workout","review","Solo ecommerce founders doing $2-10M/year","""All the pump, none of the jitters.""

This brand is printing.

Pump Formula. 89 active ads. They carved out the ""stimulant-free"" pre-workout niche.

Not everyone wants caffeine. Afternoon workouts, sleep issues, caffeine sensitivity.

Instead of competing with every other pre-workout on stimulants, they went opposite.

""Pump without the crash"" hits different when you've been burned by too much caffeine.

Contrarian positioning beats me-too products every time.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/pump_formula_stim_free.mp4","2026-03-08T00:17:18.288Z"
"post-30","Kaged Muscle — Kris Gethin Authority","review","Solo ecommerce founders doing $2-10M/year","""I've trained over 50,000 people. This is what actually works.""

This brand is printing.

Kaged Muscle. 167 active ads. Kris Gethin's personal brand drives everything.

He's not just the founder. He's the living proof the products work.

Bodybuilding coach credibility + supplement formulator expertise = unstoppable authority.

Most founders hide behind their brand. The best founders ARE the brand.

Your face, your story, your results. That's what sells.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","/media/kaged_muscle_kris.jpg","2026-03-08T00:17:18.288Z"
"post-1773683412761","Bonlint — 900+ Day Ad Still Running","approved","Solo ecommerce founders","This ad has been running for 922 days straight.

Bonlint. A Norwegian brand selling a body massage simulator. 91 performance score.

922 days. That's 2.5 years of the same ad printing money on Facebook.

The hook? ""100% realistic simulation of kneading the human body.""

Not clever. Not viral. Not trendy. Just specific as hell.

Here's why it works:

→ Pain-first positioning. ""Relieve pain in shoulders, back and legs."" They don't sell relaxation. They sell relief.
→ Feature stacking with emotional anchors. ""Multi-level adjustment, intelligent temperature control."" Sounds premium without saying premium.
→ Direct CTA embedded in copy. Link right in the ad text. No friction.

Most brands kill their ads after 2 weeks of ""fatigue.""

Bonlint ran the same creative for 922 days because the targeting does the work when the message is right.

Stop rotating creatives. Start nailing the message.

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","","2026-03-16T17:50:12.761Z"
"post-1773683412763","Ad Autopsy — The Disgusted Question Hook","approved","Solo ecommerce founders","""Do you think your bed is clean?""

This hook made Bonlint's UV cleaner ad run for 908 days.

One question. Instant disgust. Unstoppable curiosity.

Here's the anatomy:

→ Assumption attack. Everyone thinks their bed is clean. This line makes you doubt it.
→ Emotional hijack. Disgust is the most powerful scroll-stopper. More than fear. More than desire. You HAVE to know.
→ Visual proof. ""It can even remove three thick layers of mites."" Now you're imagining mites in YOUR bed.
→ 91 performance score. Top 1% of all ads in the database.

The pattern: Ask a question that makes the viewer feel uncomfortable about something they do every day.

Works for:
- Skincare (""Think your face wash actually works?"")
- Supplements (""Know what's really in your multivitamin?"")
- Home products (""When did you last clean your pillowcase?"")

Disgust sells. Study this.

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","","2026-03-16T17:50:12.762Z"
"post-1773683412764","Why Long-Running Ads Beat Creative Rotation","approved","Solo ecommerce founders","Hot take: Creative fatigue is a myth for 90% of brands.

I analyzed 100 ads that ran 30+ days. The top performers?

→ 922 days (Bonlint massage)
→ 913 days (same brand, same product, slightly different angle)  
→ 908 days (UV cleaner with question hook)
→ 905 days (another Bonlint variant)
→ 904 days (same UV cleaner, different thumbnail)

All from ONE brand. All 90+ performance scores.

What they all have in common:

1. Pain-first copy. Not one of these leads with the product. They all lead with the problem.
2. Simple creative. No fancy editing. No studio shoots. Just product demos.
3. Direct response CTA in the copy. Not ""learn more."" The actual link.
4. Zero cleverness. No wordplay. No humor. Just ""you have this problem, here's the fix.""

The brands spending $50K/month on new creatives every week?

They're solving an execution problem with production.

Fix the message first. Then scale it for 900 days.

2/2

Want to find ads like this instantly? 

I use @GetHookdAI to spy on 70M+ winning ads. They scrape 110,000+ brands daily on Facebook.

→ See what's converting in your niche
→ Swipe proven hooks & angles  
→ Skip months of trial & error

Try it free: gethookd.ai","","2026-03-16T17:50:12.762Z"
"post-31","Somnia — Nasal Dilator (198 Days Active)","draft","Solo ecommerce founders","""Save Your Partner's Sleep (and Yours!)""

This ad has been running for 198 days straight. Performance score: 91.

Somnia. 10 active Meta ads. Selling a nasal dilator for snoring.

The hook? They don't sell to the snorer. They sell to the PARTNER.

""Tired of getting the elbow for snoring?"" — that's relationship pain, not health pain.

When you reframe who the buyer is, everything changes. The partner buys it as a gift. The snorer never would've bought it themselves.

Sell to the person who suffers from the problem, not the person who HAS the problem.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85321096/media-2d6635e9fc86_preview.jpg","2026-03-16T22:51:22.797Z"
"post-32","Testolite — Red Light Therapy (89 Active Ads)","draft","Solo ecommerce founders","""Is Testolite a scam?""

That's their actual headline. And it's genius.

Testolite. 89 active Meta ads. Performance score: 91. Selling a red light device for testosterone.

They open with the EXACT objection their audience is thinking. Then spend the entire ad overcoming it.

""10,000+ guys are using Testolite devices right now.""
""We've sold out three times this year.""
""60-day money-back guarantee.""

This is advertorial-style copy running as a Meta ad. Long-form. Story-driven. Objection-first.

Most brands run from objections. The best ones lead with them.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85318048/media-6db473b8c990_resized.jpg","2026-03-16T22:51:22.799Z"
"post-33","Hellobloomkids — ADHD Supplements (109 Days Active)","draft","Solo ecommerce founders","""Over-stimulated? Can't sit still? Easily frustrated?""

This brand is printing.

Hellobloomkids. 85 active Meta ads. Running for 109+ days. Performance score: 91.

Saffron + Magnesium chewables for kids with ADHD.

The hook opens with 3 symptoms every parent recognizes instantly. No jargon. No science. Just ""does this sound like your kid?""

Then: ""Turn Tantrums Into Focused Moments.""

Problem → transformation. In 6 words.

Parents don't buy ingredients. They buy the vision of a calmer child.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84922888/media-025f6d234bf1.jpg","2026-03-16T22:51:22.799Z"
"post-34","NightCare — Anti-Cellulite Oil (67 Active Ads)","draft","Solo ecommerce founders","""Thousands of women are using this collagen-infused massage oil after every shower.""

This ad has been running 36 days. Performance score: 91.

NightCare. 67 active Meta ads. Selling anti-cellulite massage oil.

The genius move? They attached the product to an EXISTING habit.

""After every shower"" — no new routine needed. Just add this one step.

The easier you make adoption, the higher your conversion rate. Attach to habits they already have.

Shower → apply oil. That's it. No 10-step routine. No lifestyle change.

Friction kills conversions. Eliminate it.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84684991/media-060bec0a866d.mp4","2026-03-16T22:51:22.799Z"
"post-35","Myth-Buster — Long Copy Is Dead? (Better Sleep, 195 Ads)","draft","Solo ecommerce founders","""Nobody reads long ad copy anymore.""

Really? Then explain this.

Better Sleep / QuietLab. 195 active Meta ads. Every single one uses long-form copy.

""Think nose strips help with snoring? Think again. Snoring has nothing to do with your nose, pillow placement, sleeping position or even weight...""

These ads read like blog posts. Paragraphs. Stories. Education.

And they're SCALING with 195 variations.

Short copy works for impulse buys. But when you're solving a real problem? Long copy educates, builds trust, and converts.

The brands spending the most on Meta are writing the MOST copy, not the least.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85255867/media-43c506448abd.mp4","2026-03-16T22:51:22.799Z"
"post-36","Myth-Buster — You Need a Unique Product (Grounding Shoes)","draft","Solo ecommerce founders","""You need a unique product to succeed in ecom.""

Nah. You need a unique ANGLE.

Indigenous Living. 49 active Meta ads. Selling grounding shoes. Performance score: 91. Running 51+ days.

Grounding shoes aren't new. Hundreds of brands sell them.

But their angle? ""Walk Grounded, Just as Nature Intended."" They wrapped a commodity product in ancestral health positioning.

Same product. Different story. Completely different market.

The product is the vehicle. The story is the engine.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84294930/media-c2af55945726.jpg","2026-03-16T22:51:22.799Z"
"post-37","Myth-Buster — Snoring Market is Saturated","draft","Solo ecommerce founders","""The snoring niche is too crowded.""

I just pulled the data on Gethookd. Let me show you what ""crowded"" looks like:

Better Sleep alone: 195 active ads.
Somnia: 10 ads, one running 198 days.
Multiple new brands entering every week.

And they're ALL scaling.

Know why? Because 45% of adults snore. The market refreshes itself every single night.

""Saturated"" means ""proven demand with high repeat purchase intent.""

If 5 brands are scaling, there's room for 50.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85255872/media-b8e36bfd0e05.mp4","2026-03-16T22:51:22.799Z"
"post-38","Framework — The 198-Day Ad Test","draft","Solo ecommerce founders","How to find ads that are PROVEN to convert:

1. Search your niche on Gethookd
2. Sort by ""days active"" — longest first
3. Any ad running 60+ days is profitable (brands don't waste money)
4. Study the TOP 3 longest-running ads

Example: This Somnia nasal dilator ad? 198 days active. Score: 91.

That ad has survived algorithm changes, creative fatigue, and budget reviews for 6+ months.

That's not luck. That's a winner.

The market already did the testing for you. Use it.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85321096/media-2d6635e9fc86_preview.jpg","2026-03-16T22:51:22.799Z"
"post-39","Framework — Reverse Engineer Any Brand's Strategy","draft","Solo ecommerce founders","Do this to reverse engineer any brand scaling on Meta:

1. Find them on Gethookd (look for 50+ active ads = serious spender)
2. Check their ad formats: what % is video vs image vs carousel?
3. Read their top 5 ad copies — what hook pattern do they repeat?
4. Visit their landing page — product page or advertorial?

Example: Hellobloomkids. 85 active ads. 109 days on their top performer.

Their pattern? Symptom-list hook → emotional transformation promise → ingredient credibility.

They repeat the same formula with different visuals. That's the playbook.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84922885/media-ee26f892f022.jpg","2026-03-16T22:51:22.799Z"
"post-40","Framework — Find Your Winning Hook in 10 Minutes","draft","Solo ecommerce founders","Do this to write hooks that convert:

1. Pull 10 winning ads in your niche (score 80+ on Gethookd)
2. Copy JUST the first line of each ad
3. Categorize them: Question? Statement? Objection? Story?
4. The category that appears most = your market's preferred hook style

Example from what I found today:

""Is Testolite a scam?"" → Objection hook
""Save Your Partner's Sleep"" → Benefit hook
""Over-stimulated? Can't sit still?"" → Symptom hook

Each market responds to a different style. Let the data tell you which one.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85318048/media-6db473b8c990_resized.jpg","2026-03-16T22:51:22.799Z"
"post-41","Niche Story — Parents of Kids with ADHD","draft","Solo ecommerce founders","The ADHD kids supplement niche is printing.

Picture this: a parent at 11pm googling ""why can't my kid focus in school.""

They've tried everything. Teachers are calling. They feel like they're failing.

Then they see an ad: ""Turn Tantrums Into Focused Moments.""

That's not a supplement. That's hope.

Hellobloomkids. 85 active Meta ads. 109 days on their top ad. Score: 91.

Saffron + Magnesium chewables. Positioned as the natural alternative to medication.

When the emotional stakes are THIS high, price doesn't matter.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84922888/media-025f6d234bf1.jpg","2026-03-16T22:51:22.800Z"
"post-42","Niche Story — Men Who Won't Admit They Snore","draft","Solo ecommerce founders","The snoring niche is absolutely unreal.

Men won't go to the doctor for snoring. They'll deny it. They'll blame the pillow. They'll say ""everyone snores.""

But their wife is sleeping in the spare room.

That's when they start googling at 2am.

Better Sleep / QuietLab. 195 active Meta ads. Running ads that say:

""Most guys think snoring is just annoying. Turns out, it also destroys focus and energy.""

They reframed snoring from ""embarrassing"" to ""performance killer."" Now men WANT to fix it.

Same product. Better angle. Massive scale.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85255869/media-57636bb33aa8.mp4","2026-03-16T22:51:22.800Z"
"post-43","Niche Story — The Grounding/Earthing Movement","draft","Solo ecommerce founders","The grounding/earthing niche is cooked.

People literally believe walking barefoot on grass fixes inflammation, sleep, anxiety, everything.

Sounds crazy? Maybe.

But the market doesn't care about your opinion. It cares about buying intent.

Grounding sheets. Grounding shoes. Grounding mats. All printing.

Tiffany Mccomb's advertorial: 132 ads. ""Investigation: Do Grounding Sheets Really Work?"" Running 17+ days. Score: 91.

Indigenous Living: 49 ads for grounding shoes. 51 days active. Score: 91.

When a belief system drives purchasing, logic doesn't matter. Conviction does.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84928289/media-cc85cd58494e.jpg","2026-03-16T22:51:22.800Z"
"post-44","Strategy Reveal — The Objection-First Ad","draft","Solo ecommerce founders","The highest-converting ad format I'm seeing right now?

The ""objection-first"" ad.

Instead of leading with benefits, lead with the EXACT doubt your customer has.

Testolite does this perfectly:

""Is Testolite a scam? We see this question come up, and honestly — we'd be asking the same thing.""

89 active Meta ads. Score: 91.

Why it works:
→ Pattern interrupt (wait, the brand is calling itself a scam?)
→ Instant trust (they're being honest)
→ The reader feels understood, not sold to

Try this: Write your next ad starting with your product's biggest objection.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/85318048/media-6db473b8c990_resized.jpg","2026-03-16T22:51:22.800Z"
"post-45","Strategy Reveal — The Advertorial Takeover","draft","Solo ecommerce founders","The brands scaling hardest on Meta right now aren't sending traffic to product pages.

They're sending to advertorials disguised as blog posts.

Look at this ad from Tiffany Mccomb: ""The Actual Problem Behind Grounding Sheets""

132 active ads. Score: 91. Landing page? A blog. Not a store.

""I bought grounding sheets twice before I realized I'd been set up to fail.""

That's a STORY. Not a product listing.

It reads like editorial content. Facebook's algorithm loves it. Users trust it. ROAS compounds.

If you're still sending cold traffic to a product page in 2025, you're leaving 2-3x ROAS on the table.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84928277/media-60b8f09d9fbb.jpg","2026-03-16T22:51:22.800Z"
"post-46","Strategy Reveal — Symptom Stacking Hooks","draft","Solo ecommerce founders","One pattern I keep seeing in winning health/supplement ads:

Symptom stacking.

Instead of one benefit, they list 3 symptoms in rapid fire:

""Over-stimulated? Can't sit still? Easily frustrated?""

That's Hellobloomkids. 85 ads. 109 days active. Score: 91.

Why 3 symptoms work:
→ 1 symptom = ""maybe that's me""
→ 2 symptoms = ""okay that's definitely me""
→ 3 symptoms = ""holy shit they're describing my kid""

The more specific the symptom stack, the higher the ""this is for ME"" reaction.

Try writing your next hook as 3 rapid-fire symptoms. Watch your CTR jump.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84922888/media-025f6d234bf1.jpg","2026-03-16T22:51:22.800Z"
"post-47","Strategy Reveal — The Habit-Attach Formula","draft","Solo ecommerce founders","The smartest positioning trick in DTC right now?

Attaching your product to a habit that already exists.

NightCare. 67 active ads. Score: 91. 36 days active.

""Use this collagen-infused massage oil after every shower.""

After. Every. Shower.

They didn't ask you to create a new routine. They slid into one you already have.

This is why ""morning coffee + [supplement]"" works.
This is why ""after your workout + [recovery product]"" works.
This is why ""before bed + [sleep product]"" works.

Don't sell a new habit. Piggyback on an existing one.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84684991/media-060bec0a866d.mp4","2026-03-16T22:51:22.800Z"
"post-48","Data List — Winning Ad Formats by Niche","draft","Solo ecommerce founders","I analyzed 50 winning ads (score 80+) on Gethookd this week.

Here's what's working by niche:

Health/Supplements → Long-form advertorial copy + video (Better Sleep: 195 ads)
Kids/Parenting → Symptom-stack hooks + DCO format (Hellobloomkids: 85 ads)
Beauty/Skincare → Habit-attach positioning + video demos (NightCare: 67 ads)
Men's Health → Objection-first headlines + image ads (Testolite: 89 ads)
Sleep → Relationship-angle hooks + video (Somnia: 198 days active)
Wellness → Investigation-style advertorials (Grounding sheets: 132 ads)

Every niche has a dominant format. Find yours before you waste budget testing blind.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84928289/media-cc85cd58494e.jpg","2026-03-16T22:51:22.800Z"
"post-49","Data Reveal — The GLP-1 Gold Rush","draft","Solo ecommerce founders","The biggest DTC trend happening right now that nobody's talking about?

GLP-1 companion products.

Ozempic and Wegovy created a MASSIVE new customer base with a MASSIVE new set of problems:

Constipation. Nausea. Muscle loss. Hair thinning.

GLP-1 SOS Supplements. 109 active Meta ads. Score: 91.

""Stuck on the toilet with GLP-1? You're not alone!""

They didn't invent a product. They invented a CATEGORY.

When a drug creates 10 million new customers with a new problem overnight — that's when you move fast.

Find the side effects. Sell the solution.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84773073/media-34884441e8f7.jpg","2026-03-16T22:51:22.800Z"
"post-50","Strategy Reveal — The Shower Filter Play","draft","Solo ecommerce founders","""Beauty starts in your shower, not your skincare.""

Read that again.

Filtered Beauty. 68 active ads. 48 days running. Score: 91.

They're selling a shower filter. A $30 shower filter.

But the positioning? ""Australia's #1 shower filter for softer skin, shinier hair and cleaner water.""

They didn't compete in the water filter market. They entered the BEAUTY market.

Same product, completely different audience, 10x the willingness to pay.

A water filter buyer compares prices.
A beauty buyer compares results.

Repositioning beats product innovation 9 times out of 10.

NOW GO FUCKING PRINT 🔥

2/2

Want to find ads like this instantly?

I use @GetHookdAI to spy on 21M+ winning ads across Facebook, TikTok & Google.

→ See what's converting in your niche
→ Swipe proven hooks & angles
→ Skip months of trial & error

Try it free: gethookd.ai","https://static-gp.gethookd.ai/media/ads_media/84417187/media-1b4b84b738a0.mp4","2026-03-16T22:51:22.800Z"
